expected_sentences,expected_stories,media_id,num_sentences,num_stories,stat_week
91411.6,492.09,1,18858.86,315.43,2015-03-30 00:00:00-04:00
91411.6,492.09,1,21389.57,321.57,2015-04-06 00:00:00-04:00
91411.6,492.09,1,19014.29,319.43,2015-04-13 00:00:00-04:00
91411.6,492.09,1,22126.86,368.29,2015-05-11 00:00:00-04:00
91411.6,492.09,1,20651.57,319.29,2015-05-25 00:00:00-04:00
91411.6,492.09,1,15559.57,259.71,2016-12-19 00:00:00-05:00
91411.6,492.09,1,15507.14,235.86,2016-12-26 00:00:00-05:00
91411.6,492.09,1,22383.43,404.14,2017-03-13 00:00:00-04:00
91411.6,492.09,1,19297.43,240.86,2017-07-24 00:00:00-04:00
91411.6,492.09,1,20864.14,244,2017-08-07 00:00:00-04:00
