coverage_gaps,end_date,expected_sentences,expected_stories,has_active_feed,is_healthy,media_health_id,media_id,num_sentences,num_sentences_90,num_sentences_w,num_sentences_y,num_stories,num_stories_90,num_stories_w,num_stories_y,start_date
97,2017-09-04 00:00:00-04:00,91411.6,492.09,1,0,80351869,1,6458,24080.8,4619.43,34199.65,180,228.08,131,337.04,2013-06-03 00:00:00-04:00
