coverage_gaps,end_date,expected_sentences,expected_stories,has_active_feed,is_healthy,media_health_id,media_id,num_sentences,num_sentences_90,num_sentences_w,num_sentences_y,num_stories,num_stories_90,num_stories_w,num_stories_y,start_date
202,2017-10-02 00:00:00-04:00,10107.86,148.5,1,1,79322776,10,1800,7630.73,4126.86,7310.82,66,139.56,112.14,133.97,2011-01-03 00:00:00-05:00
